iter	Logloss
0	0.4776100922
1	0.3294954987
2	0.2244757576
3	0.1555929871
4	0.1107206535
5	0.07718260765
6	0.05404208374
7	0.03895778751
8	0.02849086857
9	0.02101072931
10	0.01576648736
11	0.01212136936
12	0.009393841743
13	0.007669002414
14	0.006301365495
15	0.00520544374
16	0.004532919765
17	0.003994370162
18	0.003519566059
19	0.003142410636
20	0.002850307375
21	0.002607492417
22	0.002419724375
23	0.002276576012
24	0.002147051632
25	0.002071545482
26	0.001967821628
27	0.001885774225
28	0.001813305885
29	0.001788349897
30	0.00172859475
31	0.001676383793
32	0.001656681851
33	0.001643214494
34	0.001589447752
35	0.001560909927
36	0.001527292684
37	0.001518362492
38	0.001496239915
39	0.001490217939
40	0.001483452275
41	0.001459710911
42	0.001452749878
43	0.00143898946
44	0.001417203262
45	0.001392208889
46	0.001385880485
47	0.001359346122
48	0.001346677512
49	0.001341010854
50	0.001328182355
51	0.001324917674
52	0.001310260773
53	0.001304491699
54	0.001288325429
55	0.001274127804
56	0.001271905482
57	0.001265701674
58	0.001263047978
59	0.001245892972
60	0.001231320277
61	0.001224673398
62	0.001222029641
63	0.001207494959
64	0.001202400669
65	0.001199614666
66	0.001187283024
67	0.001173908286
68	0.001167928278
69	0.001166318044
70	0.001159063019
71	0.001148668006
72	0.001138376489
73	0.001132033706
74	0.00112421982
75	0.001108834989
76	0.001099814698
77	0.00109312246
78	0.001079372704
79	0.00106739752
80	0.001064779505
81	0.001056321949
82	0.001051168412
83	0.0010489503
84	0.001044885308
85	0.001044323355
86	0.001041727111
87	0.001034920894
88	0.001030708089
89	0.001026266545
90	0.001020077065
91	0.001010252066
92	0.001001116067
93	0.0009955118075
94	0.0009881528467
95	0.0009841046184
96	0.0009824181348
97	0.000977971673
98	0.0009743413925
99	0.0009675437361
100	0.0009584350213
101	0.0009567243755
102	0.0009504454136
103	0.0009441979825
104	0.0009404406622
105	0.0009363426268
106	0.0009264023006
107	0.0009257823378
108	0.000924903065
109	0.0009207473621
110	0.0009164819792
111	0.0009141006544
112	0.0009091037586
113	0.0009083294868
114	0.0009013785049
115	0.0008990887478
116	0.0008926813975
117	0.0008907161728
118	0.0008898747414
119	0.0008876306713
120	0.0008856039569
121	0.0008825719208
122	0.0008808859438
123	0.0008750595301
124	0.0008727041706
125	0.0008675458133
126	0.0008657305688
127	0.0008603778332
128	0.0008585369214
129	0.000857073389
130	0.0008437338769
131	0.0008422235623
132	0.0008399540186
133	0.000836792998
134	0.0008310973197
135	0.0008270164356
136	0.0008266731799
137	0.0008229643255
138	0.0008191517964
139	0.000815011397
140	0.0008111027777
141	0.0008100475892
142	0.0008057140931
143	0.0007940695882
144	0.0007899953425
145	0.0007863658145
146	0.0007850583345
147	0.0007846437991
148	0.0007812287062
149	0.0007785805613
150	0.0007735435069
151	0.0007709197253
152	0.0007688836381
153	0.0007540690899
154	0.0007519148067
155	0.000741394408
156	0.000738759242
157	0.0007377039269
158	0.0007371044606
159	0.0007341831997
160	0.0007227821201
161	0.0007199225202
162	0.0007157809958
163	0.0007123525292
164	0.0007103823349
165	0.000706442818
166	0.0007040517554
167	0.000698188439
168	0.0006955752
169	0.0006950699836
170	0.0006825751215
171	0.000680130206
172	0.0006784550175
173	0.0006781535223
174	0.0006669660956
175	0.0006626103818
176	0.0006618374139
177	0.0006613670737
178	0.0006604470387
179	0.0006493841931
180	0.0006406723782
181	0.0006383903772
182	0.0006301646456
183	0.0006277092248
184	0.0006239012145
185	0.0006218172163
186	0.0006215929687
187	0.0006196141019
188	0.0006193732172
189	0.0006163702086
190	0.0006134680808
191	0.0006096696407
192	0.0006075860225
193	0.0006073414721
194	0.000599031426
195	0.0005923511796
196	0.0005877199024
197	0.0005858477131
198	0.0005844288431
199	0.0005842969418
200	0.0005826621652
201	0.000580749277
202	0.000574389223
203	0.0005706907585
204	0.0005701831877
205	0.000562658187
206	0.0005554351956
207	0.0005537115633
208	0.0005535646267
209	0.0005534471124
210	0.0005533483475
211	0.0005461598672
212	0.0005447839648
213	0.0005433003642
214	0.0005420871601
215	0.0005402992517
216	0.0005369604826
217	0.0005365567803
218	0.0005348413326
219	0.0005347078815
220	0.0005345737338
221	0.0005344515927
222	0.0005327702649
223	0.0005321372636
224	0.0005255177245
225	0.000524086602
226	0.00052279374
227	0.0005213387981
228	0.000518098101
229	0.0005119450539
230	0.0005101445913
231	0.0005087748095
232	0.0005080646351
233	0.0005078117549
234	0.0005076949149
235	0.0005063372254
236	0.000505759269
237	0.0004998869449
238	0.0004985905923
239	0.0004983318523
240	0.0004982290752
241	0.0004969817698
242	0.0004913026132
243	0.0004875464775
244	0.0004864142761
245	0.0004863391034
246	0.00048517121
247	0.0004816882908
248	0.000479171522
249	0.0004780690111
250	0.0004768305384
251	0.0004766718969
252	0.0004765687436
253	0.0004764689133
254	0.0004763748907
255	0.0004673316777
256	0.0004672445208
257	0.0004670386612
258	0.0004659387991
259	0.0004586684518
260	0.0004576534219
261	0.0004547291994
262	0.0004536856264
263	0.0004525578842
264	0.0004515199028
265	0.0004501540884
266	0.0004491862804
267	0.0004490943216
268	0.0004442394413
269	0.0004424985051
270	0.0004424058273
271	0.0004423149005
272	0.000441361703
273	0.0004404054321
274	0.0004342275597
275	0.0004331716448
276	0.0004331269413
277	0.0004330412298
278	0.000432104513
279	0.0004312193766
280	0.0004303104207
281	0.0004294292778
282	0.0004292662963
283	0.0004291881695
284	0.0004290311784
285	0.0004218181111
286	0.0004193250313
287	0.0004184530899
288	0.0004182964116
289	0.0004174587727
290	0.0004173823483
291	0.0004158921614
292	0.0004148165882
293	0.0004140691683
294	0.0004139878266
295	0.0004131370969
296	0.0004130046479
297	0.0004129295684
298	0.0004128581621
299	0.0004127760679
300	0.0004108901098
301	0.0004108340219
302	0.0004107656851
303	0.0004094139077
304	0.0004093434773
305	0.0004092727453
306	0.0004084994607
307	0.0004084305093
308	0.0004076648876
309	0.0004075979479
310	0.000406318441
311	0.0004061782137
312	0.0004061106741
313	0.0004060466811
314	0.0004019712023
315	0.0003998668194
316	0.000397926569
317	0.0003971833363
318	0.0003960908055
319	0.0003960211352
320	0.0003952504881
321	0.0003946211711
322	0.0003945586048
323	0.0003944978788
324	0.0003944339827
325	0.0003933471702
326	0.000392326165
327	0.0003922590353
328	0.0003915577754
329	0.0003914852887
330	0.0003914262764
331	0.0003904216141
332	0.0003899974823
333	0.0003887955695
334	0.0003872312866
335	0.0003866811022
336	0.0003866490908
337	0.000385666389
338	0.0003856050633
339	0.0003855530918
340	0.0003854954466
341	0.0003848882169
342	0.0003848368302
343	0.000384774521
344	0.0003847235851
345	0.0003846727163
346	0.0003837533891
347	0.0003837017789
348	0.000378110487
349	0.0003765204735
350	0.000375583265
351	0.000374900125
352	0.0003741054386
353	0.000374047868
354	0.0003739973754
355	0.0003728772402
356	0.0003722384423
357	0.0003721860871
358	0.0003721317947
359	0.0003720832318
360	0.0003720339127
361	0.0003715591282
362	0.0003680375218
363	0.0003674177304
364	0.0003665785976
365	0.0003657826558
366	0.0003653351963
367	0.0003653072044
368	0.0003639131039
369	0.0003632618375
370	0.0003632346354
371	0.0003632072434
372	0.0003619238511
373	0.0003612917289
374	0.0003612455651
375	0.0003611959144
376	0.000360246174
377	0.0003595192321
378	0.0003594517931
379	0.0003587888479
380	0.000358763285
381	0.0003587387092
382	0.0003587128557
383	0.0003581230193
384	0.0003576053567
385	0.0003575549647
386	0.0003575052023
387	0.0003542641029
388	0.0003535793163
389	0.0003529715165
390	0.0003517376631
391	0.0003507548496
392	0.0003496397696
393	0.0003496141136
394	0.0003495892771
395	0.0003486204408
396	0.0003485958502
397	0.0003485721461
398	0.0003485485315
399	0.000348525241
400	0.0003479914181
401	0.0003468613252
402	0.0003468395509
403	0.000346818015
404	0.0003457868621
405	0.0003457642682
406	0.0003457433395
407	0.0003448655829
408	0.0003448433988
409	0.000344823543
410	0.0003448023908
411	0.0003441906236
412	0.0003436454311
413	0.0003436007909
414	0.0003435781896
415	0.0003435593024
416	0.0003425974324
417	0.0003415551595
418	0.0003415334895
419	0.0003406335004
420	0.0003375656456
421	0.0003364690319
422	0.0003359923549
423	0.0003359694853
424	0.0003348023333
425	0.0003338359147
426	0.0003338160068
427	0.000333255019
428	0.0003323859051
429	0.0003317808658
430	0.0003317573741
431	0.0003317367248
432	0.0003317163996
433	0.0003316975906
434	0.0003311167285
435	0.0003310944177
436	0.0003305443488
437	0.0003295045123
438	0.0003290590905
439	0.0003290421031
440	0.0003290226981
441	0.0003286034502
442	0.0003283314258
443	0.0003277646527
444	0.0003277435973
445	0.0003277243227
446	0.0003277057782
447	0.0003276888691
448	0.0003272759244
449	0.0003267724104
450	0.0003264415488
451	0.0003264154755
452	0.0003259395957
453	0.0003258735575
454	0.0003254341893
455	0.000325416185
456	0.0003249954768
457	0.0003249783143
458	0.0003244613297
459	0.0003237291835
460	0.0003233571798
461	0.0003233408853
462	0.0003231837153
463	0.0003227062486
464	0.000322659567
465	0.0003226426058
466	0.0003221059181
467	0.0003220893294
468	0.0003220726438
469	0.0003220567703
470	0.0003216605596
471	0.0003211569078
472	0.0003172028549
473	0.0003170134351
474	0.0003166460097
475	0.0003161816522
476	0.0003161657006
477	0.0003158155829
478	0.0003154876679
479	0.0003148110509
480	0.0003145657629
481	0.0003142405599
482	0.0003138110861
483	0.0003135037757
484	0.0003131898306
485	0.0003128120564
486	0.0003123846576
487	0.0003117501587
488	0.0003117352016
489	0.0003117203303
490	0.0003113299422
491	0.0003109841272
492	0.0003109691478
493	0.0003105972707
494	0.0003101295903
495	0.000309847597
496	0.0003095459044
497	0.0003092823848
498	0.0003092674091
499	0.000309252128
500	0.0003088654242
501	0.0003088494353
502	0.0003085531816
503	0.0003081865199
504	0.0003081714027
505	0.0003077301942
506	0.0003077162132
507	0.0003077027872
508	0.0003047994114
509	0.000304437831
510	0.0003040942699
511	0.0003040811308
512	0.0003037350997
513	0.0003037240878
514	0.0003031624369
515	0.0003028770164
516	0.0003028637692
517	0.0003025442213
518	0.0003020943142
519	0.0003016714118
520	0.0003015544713
521	0.000301326368
522	0.0003013114668
523	0.0003013001233
524	0.0003010685071
525	0.0003010533489
526	0.0003008368053
527	0.0003006817847
528	0.0003006701358
529	0.0003004607186
530	0.000300245367
531	0.0003002345413
532	0.0003002225347
533	0.000299858205
534	0.0002996630743
535	0.0002992530763
536	0.0002992403619
537	0.0002992291711
538	0.0002990456149
539	0.0002990341522
540	0.0002988253236
541	0.0002988145836
542	0.0002987434566
543	0.0002983876728
544	0.0002980568334
545	0.0002978831828
546	0.0002952020243
547	0.0002949515693
548	0.0002944748737
549	0.0002940987088
550	0.000293878682
551	0.0002904683463
552	0.0002902554795
553	0.0002897703461
554	0.0002894498222
555	0.00028907267
556	0.0002889966555
557	0.0002887732461
558	0.0002886796258
559	0.0002882022709
560	0.0002879936062
561	0.0002878066376
562	0.000287343353
563	0.0002832986861
564	0.0002830927894
565	0.0002828956433
566	0.0002827112302
567	0.0002825383916
568	0.0002820962928
569	0.0002817418724
570	0.000281508401
571	0.0002812832035
572	0.0002808294185
573	0.0002806004435
574	0.0002796457894
575	0.0002787550725
576	0.0002779218554
577	0.0002777058408
578	0.0002743536346
579	0.000273982916
580	0.0002735215649
581	0.0002735104337
582	0.0002733061872
583	0.0002731176093
584	0.0002727709264
585	0.0002723319344
586	0.0002721385211
587	0.0002718542665
588	0.0002714952752
589	0.000271291066
590	0.0002712762915
591	0.0002712653466
592	0.0002712546363
593	0.0002712442093
594	0.0002712335698
595	0.0002710292339
596	0.0002701737992
597	0.0002698715068
598	0.0002698305994
599	0.0002694367841
600	0.0002694259174
601	0.0002694164477
602	0.0002692346238
603	0.0002690563574
604	0.0002689471915
605	0.0002686082795
606	0.0002683433816
607	0.000268166706
608	0.000268157728
609	0.0002679874673
610	0.000267782215
611	0.0002677721716
612	0.0002676134408
613	0.0002674594484
614	0.0002670866996
615	0.000267022226
616	0.0002668060139
617	0.0002667250261
618	0.0002667165436
619	0.0002665564269
620	0.0002662729435
621	0.0002658808082
622	0.0002658720501
